ID	YEAR	COLOR	MAKE	MODEL	PRICE	MILEAGE	COMMENTS
134434775	1995	Silver	Oldsmobile	Aurora	4200	62240	New battery
134451761	2002	Brown	Acura	MDX	23400	2806	Come over and try it for yourself
134436077	2009	Silver	BMW	550i	21300	38408	Barely runs
134430872	1995	Blue	Oldsmobile	Bravada	4200	3303	My loss is your gain
134431317	2002	Black	Cadillac	Seville	6100	60190	Interior is in really great shape
134428946	1998	Light Gray	Ford	Expedition	2200	112958	Ready to drive
134427695	2008	Brown	Chevrolet	HHR	2700	54590	You'll have to replace the spark plugs
134440541	2002	Blue	Honda	Passport	5500	2908	Clean title
134430354	2002	Blue	Ford	Ranger	2500	59263	This truck is super fast
134427177	2002	White	Honda	Civic	4700	84667	Selling because I won't need this sedan while I'm in prison
134426855	1996	Green	Toyota	Camry	4100	159538	I wrecked this coupe once or twice, but you can barely tell
134430449	2005	Dark Gray	Dodge	Magnum	2100	32664	I am selling because I have kids and need something bigger
134440690	2010	Green	Chevrolet	Malibu	5100	2402	All scheduled maintenance up to date
134453700	2008	Black	Honda	Accord	7000	2320	I cared for this sedan like it was my child
134436317	1999	Gold	Ford	Econoline	1900	210801	You'll have to tow this one away
134434400	2008	Dark Green	Dodge	Viper	14800	40947	Can be hard to start on cold days
134431811	2005	Blue	Chevrolet	Impala	2500	49920	Front brake caliper sticks
134430221	2002	Dark Gray	Dodge	Viper	7500	115985	I changed the oil last month
134428347	1999	Green	Oldsmobile	Intrigue	4100	74169	Lots of torque in this model
134427795	2008	Blue	Chevrolet	HHR	3400	18034	This coupe is solid and reliable
134427878	2008	White	Chevrolet	HHR	3200	34680	No significant problems
134436258	2001	Gray	Ford	Taurus	2300	82585	This sedan never fails to start up
134433954	2006	White	Ford	Focus	2800	85891	Great safety ratings on this model
134427404	2001	Green	Ford	Taurus	2300	65127	Priced to sell
134433644	1990	Light Gray	Mercury	Cougar	3500	191435	I would recommend changing the belts
134429818	2002	Black	Honda	S2000	4400	58513	I replaced the shocks last year
134436102	1997	Blue	Mercury	Villager	4200	3177	Why drive a boring VAN when you could have this Villager instead
134432123	2007	Dark Green	Dodge	Grand Caravan	2600	2489	It even has the new car smell
134431368	2002	White	Cadillac	Seville	6400	31153	Only minor scratches
134436070	1990	Gold	Ford	Ranger	2000	131709	In good mechanical condition, but the body is a little dented up
134441913	1996	Black	Dodge	Avenger	1400	183577	Has a brand new radiator
134432142	2007	Red	Dodge	Grand Caravan	2300	61472	Has a new oil filter
134433997	2003	White	Chrysler	PT Cruiser	1900	95788	Stolen from the original owner and need to sell it today
134445799	2001	Gold	Ford	F-150	2400	2812	Only one owner
134444565	2004	Green	Hyundai	Accent	3400	2677	It was only driven by my elderly mother on Sunday mornings
134446542	2010	Tan	Chevrolet	Aveo	5400	2103	Always serviced at the Chevrolet dealer
134431840	2005	White	Chevrolet	Impala	2600	24959	Check engine light comes on every few weeks
134430912	1995	Dark Gray	Oldsmobile	Bravada	4000	51759	A/C works well
134434654	1996	Gray	Mazda	626 DX	3800	112844	Only selling this because I am moving soon
134434112	1991	Blue	Nissan	Sentra	5700	135522	Runs strong and handles well
134440052	1999	White	Ford	Taurus	2500	2868	It's a real smooth ride
134431926	2002	Red	Chevrolet	Cavalier	1900	84395	Very responsive transmission
134427082	1998	Gray	Chevrolet	Suburban	1900	47739	No rust
134430630	1999	Gold	Dodge	RAM 1500 Extended Cab	1100	274385	Needs a lot of TLC
134428835	2006	Gold	Chevrolet	Cobalt	2300	97906	The brakes make a funny noise
134428954	1998	Gray	Ford	Expedition	2200	120813	New belts and hoses
134431630	1995	Green	Oldsmobile	Cutlass Ciera	3700	66281	I replaced the water pump last month
134434056	1996	Gray	Dodge	Grand Caravan	1300	200154	Need to get rid of this minivan ASAP
134445510	2008	Silver	Audi	S5	12500	2484	Professionally serviced
134435128	2008	Green	Ford	Focus	3900	49740	Fresh oil change and wax job
134433007	2001	White	Ford	Windstar	2400	52305	It runs well, really well
134427608	1990	White	Chevrolet	Astro	2000	113902	Passed the emissions test last week
134436651	1993	Silver	Chevrolet	S-10	1800	100089	In pretty good shape
134449437	1996	Gray	Ford	Econoline	2200	3768	Ford doesn't build them as nice as this anymore
134439522	1994	Red	Oldsmobile	88	4000	73570	The paint is a little faded from the sun
134439854	2009	Red	Ford	Taurus	4500	41611	Custom ground effects
134435649	1999	Tan	Chevrolet	S-10	1900	65463	Has an aftermarket navigation system
134436210	2001	Blue	Ford	Taurus	1900	183503	Mechanic's special
134427520	2002	Gray	Chevrolet	Impala	1800	218134	Mostly highway miles
134427966	2003	Green	Honda	S2000	5000	65934	Power doors and windows
134447234	1995	Silver	Ford	Club Wagon Van	2000	3413	Always professionally serviced
134434785	1999	White	Chevrolet	Suburban	1700	256712	It's finally time to sell grandma's car
134441676	2008	Gray	Audi	S8	13000	35353	Minor rust spots here and there
134437686	1993	Gray	Oldsmobile	88	3800	3847	This is the nicest sedan on the market
134439334	1993	Gray	Ford	Crown Victoria	2300	3675	Fully loaded
134431179	2006	Red	Ford	Five Hundred	3000	33425	Selling it because I need money real bad
134430296	2002	Tan	Ford	Ranger	2300	50318	Custom paint job
134442933	2010	Red	BMW	328i	38200	2290	I've put a lot of work into maintaining this coupe
134432383	1996	Silver	Subaru	Impreza	5000	99471	Has a 6 CD changer
134434495	2008	Red	Dodge	Viper	13400	13806	The speedometer doesn't work, so you will need a radar detector
134435441	1995	Brown	Chevrolet	Beauville Sport Van	1900	129788	It has a few minor cosmetic flaws
134434361	2010	Black	Ford	F-350	5700	11581	Very dependable
134427670	1993	Green	Nissan	240SX	5700	70335	No dings or dents
134433454	2003	White	Lincoln	Town Car	5500	42982	Has snow tires
134427943	1994	Gold	Volvo	850	5500	146609	I think this is a good price for my sedan
134429299	2005	Silver	Cadillac	DeVille	5900	143241	Brakes don't work at all
134429333	2005	Black	Cadillac	DeVille	6100	74910	My husband says that I have to sell it today
134431127	2005	Black	Chevrolet	Cavalier	2100	38170	Replaced the fuel injectors last week
134428052	2010	Brown	Ford	Fusion	4700	63062	Passed the emissions test last month
134436455	1996	Brown	Ford	Taurus	2200	113827	Asking less than blue book value
134434975	2007	Silver	Dodge	Caravan	2400	73697	The power seats are so luxurious
134428678	2009	Gold	Acura	RL	21600	50139	Power windows no longer work
134438598	2009	Black	Chrysler	Town & Country	3200	84442	All major components are in good working order
134433866	2006	Gray	Ford	Focus	2600	149062	I wouldn't even let my ex-wife drive this coupe
134442166	1992	Silver	Dodge	Dakota	1600	4322	Only drove it on the highway
134438880	2003	Blue	Acura	NSX-T	18600	74016	The exterior shows some hail damage
134452910	1994	Green	Pontiac	Sunfire	4000	3943	It's hard to find a Sunfire this nice
134442678	2003	Green	Chrysler	Concorde	2000	2500	They don't make them like this anymore
134433032	2001	White	Ford	Windstar	2100	128534	I have never taken this one off road, as far as you know
134426886	2004	Blue	Acura	TSX	15500	92459	Remote starter
134438475	2009	Red	Chrysler	Town & Country	3700	27505	Plastic is cracked on driver's side brake lights
134438223	1999	Dark Gray	Chevrolet	Tahoe	2500	2932	Like new condition
134428131	2010	Gray	Ford	Fusion	4100	57990	Does not pass inspection
134439589	1994	Gold	Chrysler	LHS	1700	119434	Just minor dings ands scratches
134431461	2004	Red	Lexus	LX470	8900	142609	The body is mostly Bondo and duct tape at this point
134431157	2006	Gold	Ford	Five Hundred	2900	26154	It is about time to replace the water pump and timing belt
134431756	1999	White	Buick	LeSabre	3900	181641	While trying to fix one thing, I broke something else but I am not sure what
134435675	1999	Red	Chevrolet	S-10	1700	88885	I just put some new oil in this truck
134428480	2010	Blue	Audi	R8	15800	21137	It's a beater, but you get what you pay for
134433272	2002	Gray	Ford	Focus	2100	111036	This sedan is proof that you can't fix everything with duct tape
134448239	2004	White	Ford	Focus	2900	2699	Barely drove this sedan at all
134439246	1995	Black	Pontiac	Grand Prix	4700	3715	Rides like a champ
134432763	1995	Gold	Oldsmobile	Achieva	3800	74085	This is a lot of fun to drive
134432442	1996	Dark Gray	Dodge	Ram Pickup (1500)	1400	156237	No major frame damage
134431949	2002	Silver	Chevrolet	Cavalier	2300	31707	Has brand new all-weather tires
134434212	2004	Black	Dodge	Caravan	2100	36469	Just had the latest service done last month
134437243	2009	Green	Ford	Focus	4300	41184	I waxed it just last month
134429792	2001	Gold	Mazda	MPV	3700	131797	It's a great minivan for a commuter or teenager
134431988	2007	Silver	Dodge	Grand Caravan	2300	111461	Most of the parts on this minivan have been replaced at one time or another
134427579	2002	White	Chevrolet	Impala	1600	127951	Dashboard lights don't work
134631330	2005	White	BMW	328i	20600	117782	There's a dent in the driver's side door
134439127	1996	Gold	Dodge	Neon	1100	83043	This sedan is priced to sell fast, so don't miss out
134430759	1998	Silver	Mercury	Grand Marquis	3300	234822	Actual mileage is at least twice as high as what the odometer says
134427245	1997	Red	Toyota	Tercel	4400	113869	Clean title
134430767	2008	Silver	Chevrolet	Corvette	2700	20195	Has cruise control
134447405	1998	Brown	Infiniti	I30	22300	2793	Handles perfectly in any condition
134435951	2010	Dark Green	Ford	F-150	5300	15968	Has a small hairline crack in the windshield
134434749	1995	White	Oldsmobile	Aurora	4100	64062	This Aurora has an excellent safety rating
134428631	2001	Green	Chrysler	Sebring	2100	32542	Most of these miles are from the highway
134435242	2001	Red	Dodge	Durango	1700	50600	I will let you keep the ice scraper
134452586	1995	Gold	Volkswagen	Passat	5200	3235	Absolutely perfect inside and out
134434251	2010	Tan	Ford	F-350	5200	33395	Might need a new battery
134438153	1999	Black	Chevrolet	Tahoe	2100	2801	I always took it to the Chevrolet dealer for service
134428523	1997	Light Gray	Nissan	200SX	5800	83725	Don't let the mileage scare you
134430766	2008	Red	Chevrolet	Corvette	3400	2506	This is the nicest Corvette for sale right now
134433574	2003	Gold	Ford	Thunderbird	2400	78734	Selling below market value
134431987	1996	Gray	Land Rover	Discovery	8700	123971	It has a bluetooth
134434491	2008	Light Gray	Dodge	Viper	14200	24920	It's probably about time to change the oil again
134429157	2000	Gold	Buick	Regal	4400	207255	The key broke off in the lock
134431148	2006	Gray	Ford	Five Hundred	2600	112791	I sprayed a fresh coat of paint on it last week
134433723	1992	Silver	Chevrolet	Camaro	1900	156342	This is the nicest coupe I've driven
134436052	1996	Red	Mazda	Millenia	4200	81223	Come take a look at it tonight
134450250	1997	Light Gray	Oldsmobile	Cutlass	4300	3098	This model is hard to find
134430424	1998	Light Gray	Mercury	Mystique	3500	197485	I got out my rollers and slapped some paint on it
134437999	1995	Silver	Ford	Econoline	2000	123019	Might need new windshield wipers
134434862	1999	White	Chevrolet	Suburban	2100	51344	Better gas mileage than your typical Suburban
134429957	1996	Silver	Ford	Escort	1700	214803	Passenger side air bags
134431582	1999	Black	Plymouth	Grand Voyager	3000	187061	Very roomy
134446075	2004	Silver	Chevrolet	Monte Carlo	2900	2729	You deserve a great coupe like this Monte Carlo
134433286	2002	White	Ford	Focus	1800	159622	You'll need to tow it to a mechanic
134428811	1993	White	Honda	Civic	4900	113893	Gray interior
134428108	2010	Green	Ford	Fusion	4300	2000	Tires need to be rotated
134432680	1994	Red	Honda	Civic	4200	272303	It was in an accident, which is pretty gruesome really
134435686	2005	White	Honda	Civic	4900	52953	Major electrical problems
134427471	2002	Gold	Chevrolet	Impala	2100	71921	Gets pretty good gas mileage
134428557	2001	Silver	Chrysler	Sebring	1900	79944	Interior is in good shape, except the drivers seat
134435074	2008	Red	Ford	Focus	4500	2310	I must be crazy for selling this sedan
134430491	2005	Black	Dodge	Magnum	2000	49729	Running with the spare tire right now
134435177	2008	Gold	Ford	Focus	3700	41419	We replaced the serpentine belt on this sedan last month
134435473	2001	Green	Chrysler	Sebring	1600	72264	It runs, which is about all I can say about it
134431004	2005	Blue	Chevrolet	Cavalier	2200	85332	I upgraded the stereo
134431512	1999	Green	Plymouth	Grand Voyager	4900	3077	I kept this minivan in the garage
134428088	2010	Gold	Ford	Fusion	5300	7013	Tinted windows keep the inside cool
134432046	2007	Green	Dodge	Grand Caravan	2500	27464	No major problems with the powertrain
134428995	2002	Gold	Infiniti	G20	15700	152109	This sedan has most of the parts it should have
134432941	1992	Brown	Mazda	Protege	3400	182109	You have to turn the wheel a little to the left to go straight
134426774	2001	Red	Mercury	Villager	2900	187292	Interior looks like a crime scene
134435264	2003	Red	Chevrolet	Express Van	2100	40435	The Chevrolet dealer says that it'll run well for at least 10 years
134430593	1999	Brown	Dodge	RAM 1500 Extended Cab	1700	57745	Runs as good as it did when it was brand new
134450049	1999	Black	Dodge	Dakota	2000	2876	Well cared for since the day I bought it
134430182	2002	Light Blue	Dodge	Viper	9500	74309	Runs great
134428005	2010	White	Ford	Fusion	5200	37949	There's a tan interior that is pretty good shape
134434333	2010	Silver	Ford	F-350	5200	24604	Has some scuffs on the bumper that should buff out
134435969	2010	Gray	Ford	F-150	5700	2198	I bought this F-150 brand new and had it serviced at the Ford dealer
134432522	2003	Gold	Buick	Century	5800	72749	I put some really cool plaid floor mats in it
134431058	2005	Dark Gray	Chevrolet	Cavalier	2600	36626	This one's a classic
134435933	2010	Black	Ford	F-150	4900	56663	Not safe to drive
134429092	2001	Black	Honda	S2000	4400	107661	The black interior shows signs of sun damage
134428598	2001	White	Chrysler	Sebring	1700	148528	Lots of body damage on this sedan
134428175	2010	Dark Gray	Ford	Fusion	4600	18295	Clutch probably needs to be replaced
134439541	1994	Dark Green	Oldsmobile	88	4400	3498	It could be years before you see another 88 like this
134428903	2006	Silver	Chevrolet	Cobalt	2200	73839	Good for spare parts
134437343	2002	Black	Acura	3.5 RL	12700	146841	The manufacturer recalled this model, but I was too lazy to take it in
134435303	2003	Red	Chevrolet	Express Van	2200	96171	Air conditioning is very cold
134434435	2008	Gold	Dodge	Viper	15500	2487	Interior is immaculate
134432897	1992	Gray	Mazda	Protege	3600	114929	Tinted windows
134438297	1998	Red	Mercedes-Benz	C 230	21200	2792	No mechanical issues
134433144	2004	White	Ford	Crown Victoria	3300	2599	Nicely equipped with all the features you need
134432958	1997	Blue	Chevrolet	Tahoe	1700	120685	You can see minor hail damage on the hood
134433768	1992	Green	Chevrolet	Camaro	1900	59700	Excellent traction in the snow
134430724	1998	Red	Mercury	Grand Marquis	3900	55386	Power locks don't work
134432788	1994	Blue	Mitsubishi	Eclipse	3800	145950	Recently reupholstered
134433078	2006	Brown	Dodge	Charger	1700	143917	Has a salvage title
134434309	2010	Tan	Ford	F-350	4500	74397	My wife is making me get it off the lawn
134431700	1998	White	Ford	Mustang	2200	65570	Has fog lamps
134429856	2002	Red	Honda	S2000	4800	84666	It's in fair condition
134429275	2001	White	Ford	Focus	1900	214775	The brakes used to shriek, but now it's more of a grinding noise
134433775	1992	Black	Chevrolet	Camaro	1800	130907	This coupe may not be pretty, but it will get you where you need to go
134436525	1998	Black	Chevrolet	Blazer	2000	80387	This is a really good deal on a great 4X4
134429277	2001	White	Ford	Focus	1800	198237	The headlights don't work sometimes
134434948	2007	Dark Green	Dodge	Caravan	2300	97111	Interior has a few rips and tears
134432012	2007	Gray	Dodge	Grand Caravan	2500	57983	This minivan needs a new fuel pump or something
134433104	2004	Silver	Ford	Crown Victoria	2600	79594	This sedan is a real power horse
134590331	2005	Gold	Dodge	Magnum	1900	47416	This sedan has a couple of minor problems that I can tell you about
134427137	1999	Red	Chrysler	Cirrus	1500	172830	Transmission is really smooth
134434876	1999	Blue	Chevrolet	Suburban	1700	156795	The power windows don't work
134432271	2010	Tan	Acura	TL	23900	36473	I changed the oil just last year
134429547	2007	Gold	Ford	Mustang	2900	72638	No rips in the interior
134430284	2002	Silver	Dodge	Viper	8100	121842	The radio only tunes in NPR for some reason
134433963	2006	Dark Green	Ford	Focus	2500	103914	Needs a tune up
134431550	1999	Gold	Plymouth	Grand Voyager	3700	85199	Passes inspections
134433823	1997	Red	Mercury	Tracer	4000	86090	There are some holes in the body
134432469	1996	Red	Dodge	Ram Pickup (1500)	1500	127791	Has an AM/FM cassette stereo
134429146	2000	Brown	Buick	Regal	5400	46523	New transmission last year
134426746	2001	Green	Mercury	Villager	4200	3180	High-performance tires
134431429	1997	Brown	Chrysler	Sebring	1700	181847	Damaged in an accident
134440080	1999	Gold	Ford	Taurus	2100	122115	Remote entry does not work
134439805	2009	Silver	Ford	Taurus	4500	27113	Minor hail damage to the exterior
134441446	2006	Gold	Cadillac	STS	6900	86190	This would be perfect for a college student
134430097	1997	Silver	Nissan	Maxima	7300	3729	This Maxima shows great
134436666	1993	Red	Chevrolet	S-10	1800	3648	This is the best truck I've ever owned
134434987	2007	Red	Dodge	Caravan	2600	27571	Aftermarket stereo with Bluetooth
134431837	2005	White	Chevrolet	Impala	2400	21228	In excellent condition inside and out
134434594	2006	Gold	Chrysler	Sebring	2200	94558	Leaks a little bit of oil
134433101	2004	White	Ford	Crown Victoria	3100	2485	Isn't it time that you spoiled yourself with a great new sedan
134428522	1997	White	Nissan	200SX	5300	133858	It has heat
134436032	2006	White	Honda	Accord	4100	122948	I'd say the exterior is really more like a "rust" color
134437274	2006	White	Ford	Fusion	2000	126553	I do not have the keys
134439489	2004	Light Gray	Ford	Ranger	2600	82746	Has bright halogen headlights
134429563	2007	White	Ford	Mustang	2900	74791	Buy it today and I'll even throw in some fuzzy dice
134440718	2010	Red	Chevrolet	Malibu	4200	71118	I just replaced the oxygen sensor
134432661	2003	Red	Ferrari	360 Spider	48500	42220	Paint shines like new
134438402	2010	Tan	BMW	X6	27100	50325	Has some rust, but not too bad
134449956	2010	Silver	Honda	Odyssey	10500	2099	You'll never see a minivan this nice again
134435927	2010	Silver	Ford	F-150	3700	89723	Needs a new everything
134435346	1997	Gold	Isuzu	Rodeo	600	111989	Air conditioning does not work
134428707	1997	Gold	Dodge	Stratus	1600	77537	Sporty suspension
134752803	2006	Light Gray	Ford	Fusion	2700	51878	Transmission was recently rebuilt
134431946	2002	Gray	Chevrolet	Cavalier	2200	46941	This is a high-performance model
134435993	2001	Red	Oldsmobile	Bravada	3500	112433	Has some dents and scratches
134428146	2010	Blue	Ford	Fusion	4300	36026	Air conditioning blows air but it is not cold
134429976	1996	Gray	Ford	Escort	2100	75098	This sedan has one of those fancy GPS units
134434513	2008	Black	Dodge	Viper	11900	113135	Tires have most of the tread left
134429262	2001	Green	Ford	Focus	2000	56939	You should replace the brake pads
134431746	1999	White	Buick	LeSabre	4000	176583	Make sure you have roadside assistance, because you'll need it
134429454	2007	Black	Ford	Mustang	2600	54534	I think it's a Spark-o-matic stereo
134428425	1999	Dark Gray	Oldsmobile	Intrigue	3600	170498	The trunk is sometimes hard to open
134435052	2008	Silver	Ford	Focus	3800	17046	Built like a tank
134452448	2010	Brown	Chevrolet	Impala	6100	2288	Even the owner's manual is in mint condition
134441100	1994	Gold	GMC	Safari	5700	130597	No dents or dings
134435534	2001	Light Gray	Chrysler	Sebring	1900	66751	This coupe has the sport package
134427559	2002	Gray	Chevrolet	Impala	2200	38748	No dents or scratches
134434209	2004	Red	Dodge	Caravan	2100	21841	I recently replaced the battery
134436887	2002	Blue	Dodge	Durango	1800	2804	All original Dodge parts
134433538	2003	Blue	Ford	Thunderbird	2400	17367	This coupe has the performance package
134433039	2001	White	Ford	Windstar	2200	64247	Must sell this week
134435747	2001	White	Mitsubishi	Montero Sport	4200	73514	You never see a Montero Sport in this condition
134432850	2005	Red	Ford	Focus	2500	86048	Selling it because I need the garage space back
134427012	2009	White	Chevrolet	HHR	3800	17479	Selling below blue book value
134938787	2004	Black	Ford	Ranger	2400	89847	My mechanic said that it needs a new universal joint
